query,intent
¿Qué días de la semana tengo clases de historia?,schedule
¿Cuál es el horario de recreo?,schedule
¿A qué hora debo estar en la escuela los viernes?,schedule
¿Cuánto tiempo tengo para almorzar entre clases?,schedule
¿A qué hora es la clase de educación física?,schedule
¿Cuándo es el receso más largo durante el día de clases?,schedule
¡Claro! Aquí tienes algunas preguntas relacionadas con horarios de clases:,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuántos días a la semana tengo clases de inglés?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Dónde puedo encontrar el horario de mis clases en línea?,schedule
¿Cuántas horas dura mi clase de educación física?,schedule
¿Hay alguna clase que se haya cancelado esta semana?,schedule
¿Cuál es la duración de mi clase de biología?,schedule
¿A qué hora debo llegar a la escuela para la primera clase del día?,schedule
¿Cuál es el horario de atención de mis profesores para consultas fuera de clase?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora es el receso entre la segunda y tercera clase?,schedule
¿Dónde puedo encontrar el horario de mis clases en línea?,schedule
¿A qué hora debo llegar a la escuela para la primera clase?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿A qué hora es la clase de educación física?,schedule
¿Cuándo es el examen final de la materia de química?,schedule
¿A qué hora es la clase de arte los miércoles?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuál es el horario de la clase de historia?,schedule
¿Cuántos días a la semana tengo clases de educación física?,schedule
¿Cuándo es el receso durante la jornada escolar?,schedule
¿A qué hora se inicia la clase de inglés?,schedule
¿Dónde es la próxima clase de química?,schedule
¿Hay cambios de horario en las clases de la tarde?,schedule
¿A qué hora de la mañana tengo la clase de biología?,schedule
¿Cuánto dura la clase de arte?,schedule
¿A qué hora es el examen final de la materia de geografía?,schedule
¿A qué hora es la primera clase del día?,schedule
¿Cuántas clases tengo los lunes?,schedule
¿A qué hora terminan las clases los viernes?,schedule
¿Cuál es el horario de la clase de matemáticas?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántas horas de clase tengo los miércoles?,schedule
¿A qué hora es la hora de almuerzo?,schedule
¿Qué días tengo clases por la tarde?,schedule
¿A qué hora es la clase de educación física?,schedule
¿Cuántas horas de estudio debo dedicar a cada materia?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuándo es el receso entre mis clases de historia y biología?,schedule
¿Cuántos días a la semana tengo clases de educación física?,schedule
¿A qué hora tengo mi clase de inglés los viernes?,schedule
¿Cuánto tiempo dura mi clase de química?,schedule
¿A qué hora comienza mi clase de música los martes?,schedule
¿Cuándo es el descanso entre mis clases de geografía y literatura?,schedule
¿Cuántas horas seguidas tengo clases los miércoles?,schedule
¿A qué hora tengo mi clase de arte los lunes?,schedule
¿Cuántos minutos tengo de receso entre cada clase?,schedule
¿Cuál es el horario de la clase de matemáticas?,schedule
¿A qué hora termina la clase de historia?,schedule
¿Cuántos días a la semana tengo clase de inglés?,schedule
¿Cuál es el horario de la clase de educación física?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántas horas seguidas tengo de clases los lunes?,schedule
¿Cuándo es el primer descanso durante la jornada escolar?,schedule
¿A qué hora comienza la clase de química los miércoles?,schedule
¿Cuántos minutos dura el receso del mediodía?,schedule
¿A qué hora de la tarde tengo la última clase del día?,schedule
¿A qué hora comienza mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿A qué hora termina mi clase de inglés?,schedule
¿Cuánto tiempo dura mi clase de educación física?,schedule
¿En qué días de la semana tengo clase de química?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántas horas de clase tengo en total cada semana?,schedule
¿A qué hora tengo mi clase de biología los viernes?,schedule
¿Cuánto tiempo tengo de descanso entre mis clases de la mañana?,schedule
¿En qué horario tengo mi clase de arte los lunes?,schedule
¡Claro! Aquí tienes algunas preguntas relacionadas con horarios de clases:,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿A qué hora comienza el receso?,schedule
¿Cuánto tiempo dura mi clase de educación física?,schedule
¿Cuándo es el examen de ciencias?,schedule
¿En qué aula se imparte la clase de inglés?,schedule
¿A qué hora debo entregar mi tarea de literatura?,schedule
¿Cuántas asignaturas tengo programadas para el próximo semestre?,schedule
¿A qué hora es la reunión de padres y maestros?,schedule
¿Cuál es el horario de atención de la biblioteca escolar?,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuántas clases tengo por la mañana?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuánto tiempo dura mi clase de educación física?,schedule
¿A qué hora empieza la clase de biología?,schedule
¿Cuál es el horario de la clase de inglés?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿A qué hora es mi clase de química?,schedule
¿Cuándo es el almuerzo durante el horario de clases?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿En qué horario tengo mi clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuántas clases tengo el lunes?,schedule
¿A qué hora es el descanso entre clases?,schedule
¿A qué hora comienza la clase de educación física?,schedule
¿Cuánto dura la clase de química?,schedule
¿A qué hora es la última clase del día?,schedule
¿A qué hora empieza la hora de almuerzo?,schedule
¿Cuántos minutos de receso tenemos entre clases?,schedule
¿Hay algún cambio en el horario de mañana?,schedule
¿Cuál es el horario de la clase de matemáticas?,schedule
¿A qué hora termina la clase de historia?,schedule
¿Cuántas clases tengo programadas para el día de hoy?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuánto tiempo dura la clase de educación física?,schedule
¿A qué hora comienza la clase de inglés?,schedule
¿Cuántas horas tenemos de clase los viernes?,schedule
¿Cuándo es la última clase del día?,schedule
¿A qué hora es el almuerzo durante el horario escolar?,schedule
¿Cuánto tiempo tenemos de descanso entre cada clase?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora tengo mi primer clase del día?,schedule
¿Cuántas horas dura la clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuántas clases tengo los lunes?,schedule
¿A qué hora es el receso entre clases?,schedule
¿A qué hora tengo educación física?,schedule
¿Cuánto tiempo tengo de descanso entre cada clase?,schedule
¿Cuál es el horario de salida de la escuela?,schedule
¿Qué materias tengo los miércoles por la mañana?,schedule
¿A qué hora es la clase de inglés?,schedule
¿A qué hora termina mi clase de matemáticas los martes?,schedule
¿Cuántas clases tengo los viernes por la mañana?,schedule
¿A qué hora comienza mi clase de historia el jueves?,schedule
¿Durante cuánto tiempo dura mi clase de química los miércoles?,schedule
¿A qué hora es el descanso entre clases?,schedule
¿Cuántas horas de estudio se recomiendan para cada clase?,schedule
¿Cuál es el horario de la biblioteca para estudiar después de clases?,schedule
¿Hay clases los sábados por la mañana?,schedule
¿A qué hora debo entregar mi proyecto final?,schedule
¿Cuál es el horario de atención de mis profesores para consultas fuera de clases?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clases de historia?,schedule
¿A qué hora comienza mi clase de inglés los martes?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿Dónde puedo encontrar el horario completo de mis clases?,schedule
¿Cuál es el horario de la clase de educación física?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuál es la duración de cada clase en mi horario?,schedule
¿A qué hora debo llegar a la escuela para mi primera clase?,schedule
¿Qué días tengo clases de ciencias naturales?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora comienza mi clase de matemáticas?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿Dónde puedo encontrar el horario de mis clases?,schedule
¿Cuál es la duración de la clase de historia?,schedule
¿Cuándo es el receso entre clases?,schedule
¿A qué hora termina mi clase de biología?,schedule
¿Cuántos días a la semana tengo clase de educación física?,schedule
¿Puedo cambiar el horario de alguna de mis clases?,schedule
¿Cuándo es la hora de almuerzo en mi horario de clases?,schedule
¿Hay alguna clase que se haya cancelado esta semana?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora empieza mi clase de historia?,schedule
¿Cuál es el horario de mi clase de educación física?,schedule
¿A qué hora es la última clase del día?,schedule
¿Cuántos minutos dura mi clase de química?,schedule
¿A qué hora debo estar en la escuela los sábados?,schedule
¿A qué hora empieza la clase de inglés avanzado?,schedule
¿Cuántos descansos tengo durante el día de clases?,schedule
¡Claro! Aquí tienes algunas preguntas relacionadas con horarios de clases:,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿A qué hora comienza el receso?,schedule
¿Cuántas clases tengo los viernes?,schedule
¿A qué hora es mi clase de educación física?,schedule
¿Dónde puedo encontrar el horario de mis clases?,schedule
¿Cuál es el horario de la reunión de padres y maestros?,schedule
¿Cuánto tiempo dura la clase de inglés?,schedule
¿Hay cambios en el horario de clases esta semana?,schedule
¿Cuál es el horario de fin de semana para las actividades extracurriculares?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora empieza mi clase de matemáticas?,schedule
¿Cuánto dura la clase de historia?,schedule
¿A qué hora termina mi clase de educación física?,schedule
¿Cuántos días a la semana tengo clases de química?,schedule
¿Cuál es el horario de la clase de inglés?,schedule
¿En qué aula se dicta la clase de arte?,schedule
¿Cuánto tiempo tengo de receso entre clases?,schedule
¿Cuándo es la hora de almuerzo durante el horario escolar?,schedule
¿A qué hora de la tarde tengo la clase de biología?,schedule
¿Cuántas horas de clase tengo programadas para mañana?,schedule
Espero que estas preguntas te sean útiles. ¿Hay algo más en lo que pueda ayudarte?,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina la clase de historia?,schedule
¿Cuántas clases tengo el martes?,schedule
¿A qué hora empieza el receso?,schedule
¿En qué días tengo clases de educación física?,schedule
¿Cuántas horas dura la jornada escolar?,schedule
¿A qué hora comienza la clase de inglés?,schedule
¿Qué días tengo clases de ciencias naturales?,schedule
¿Cuánto tiempo dura el recreo?,schedule
¿A qué hora es la salida de la escuela?,schedule
¡Claro! Aquí tienes algunas preguntas relacionadas con horarios de clases:,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina la clase de historia?,schedule
¿Hay cambios en el horario de clases para esta semana?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿Es cierto que la clase de inglés se adelantó una hora?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Qué días de la semana tengo clase de educación física?,schedule
¿Cuál es la duración de la clase de química?,schedule
¿A qué hora es la reunión con el tutor para discutir el horario de clases?,schedule
¿Cuándo comienza el periodo de inscripción de materias para el próximo semestre?,schedule
¡Claro! Aquí tienes algunas preguntas relacionadas con horarios de clases:,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Dónde se encuentra el aula de mi clase de química?,schedule
¿Cuántos días a la semana tengo clases de educación física?,schedule
¿Hay algún cambio en el horario de mi clase de inglés esta semana?,schedule
¿Cuántas horas de clase tengo programadas para mañana?,schedule
¿A qué hora es el receso entre mis clases de biología y geografía?,schedule
¿Cuál es el horario de mi clase de arte los viernes?,schedule
¿A qué hora debo entregar mi proyecto para la clase de tecnología?,schedule
¿Hay alguna tarea pendiente para la clase de lengua y literatura?,schedule
¿Qué horario tengo para mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo la clase de historia?,schedule
¿A qué hora termina mi clase de inglés?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿Cuándo es la clase de educación física?,schedule
¿A qué hora empieza mi clase de química?,schedule
¿Cuánto tiempo dura la clase de arte?,schedule
¿Cuál es el horario de la clase de música?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuándo tengo la clase de biología en mi horario?,schedule
¿Cuándo es la primera clase del día?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos minutos de receso tenemos entre clases?,schedule
¿Cuál es el horario de la clase de historia?,schedule
¿A qué hora comienza la clase de educación física?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora es el almuerzo durante el horario escolar?,schedule
¿Cuántos días a la semana tengo la clase de inglés?,schedule
¿A qué hora es la reunión de padres y maestros?,schedule
¿Qué días tengo clases en la tarde?,schedule
¿A qué hora comienza la primera clase del día?,schedule
¿Cuántas horas dura la clase de matemáticas?,schedule
¿A qué hora termina la última clase de la tarde?,schedule
¿Cuántas clases tengo programadas para mañana?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántos días a la semana tengo clases de educación física?,schedule
¿A qué hora es mi clase de historia el viernes?,schedule
¿Cuánto tiempo dura el almuerzo durante el horario de clases?,schedule
¿Cuándo es el examen de química programado dentro de mi horario de clases?,schedule
¿A qué hora tengo la clase de inglés los martes y jueves?,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina la clase de historia?,schedule
¿Cuántos días a la semana tengo clases de química?,schedule
¿En qué horario tengo la clase de educación física?,schedule
¿A qué hora comienza la clase de inglés?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿En qué momento es el receso entre clases?,schedule
¿A qué hora termina la jornada escolar?,schedule
¿Cuántos minutos dura cada clase en promedio?,schedule
¿Cuándo es la clase de biología?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clases de inglés?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuál es el horario de la clase de historia?,schedule
¿A qué hora comienza la clase de educación física?,schedule
¿Cuánto tiempo dura mi clase de química?,schedule
¿A qué hora empieza mi clase de arte?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora es la última clase del día?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuándo es el receso entre clases?,schedule
¿Cuántos días a la semana tengo clases de historia?,schedule
¿A qué hora comienza el periodo de almuerzo?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿Dónde se encuentra el aula de mi clase de inglés?,schedule
¿A qué hora empieza mi clase de educación física?,schedule
¿Cuál es el horario de salida de la escuela los lunes?,schedule
¿Cuántos minutos dura cada clase de química?,schedule
¿Cuál es el horario de mi clase de arte los miércoles?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuál es el horario de mi clase de historia?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿A qué hora empieza mi clase de educación física?,schedule
¿En qué días de la semana tengo mi clase de química?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántas clases tengo los lunes?,schedule
¿A qué hora es la última clase de la jornada escolar?,schedule
¿Qué días tengo clases por la tarde?,schedule
¿Cuál es el horario de mi clase de inglés los sábados?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿En qué horario tengo la clase de matemáticas?,schedule
¿Cuánto tiempo dura la clase de historia?,schedule
¿A qué hora comienza la clase de educación física?,schedule
¿Cuántas clases tengo programadas para la tarde?,schedule
¿Cuál es el horario de la clase de inglés los martes?,schedule
¿A qué hora termina la clase de química los viernes?,schedule
¿Cuántas horas de clase tengo los lunes por la mañana?,schedule
¿A qué hora es el receso entre la segunda y la tercera clase?,schedule
¿Cuándo es el examen de biología?,schedule
¿Qué días de la semana tengo la clase de arte?,schedule
¿A qué hora comienza mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clases de historia?,schedule
¿A qué hora finaliza mi clase de inglés?,schedule
¿Cuánto tiempo dura mi clase de educación física?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuántas horas a la semana tengo asignadas para estudiar biología?,schedule
¿Qué días tengo clases de química?,schedule
¿Cuál es el horario de la clase de arte?,schedule
¿A qué hora es la primera clase del día?,schedule
¿Cuánto tiempo tengo de almuerzo entre clases?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuándo es el receso entre clases?,schedule
¿Cuántas clases tengo los lunes?,schedule
¿A qué hora comienza la clase de historia?,schedule
¿Cuántos días a la semana tengo clase de educación física?,schedule
¿A qué hora es mi clase de inglés los viernes?,schedule
¿Cuánto tiempo dura la clase de química?,schedule
¿A qué hora es el almuerzo durante el horario de clases?,schedule
¿Cuántas horas de estudio se recomiendan para esta asignatura?,schedule
¿Cuándo es la hora de tutoría disponible para esta materia?,schedule
¿Cuándo es el primer receso durante el día escolar?,schedule
¿A qué hora termina la clase de matemáticas?,schedule
¿Cuánto tiempo dura la clase de historia?,schedule
¿Cuántas horas de educación física tengo a la semana?,schedule
¿A qué hora es la hora de almuerzo en la escuela?,schedule
¿Cuántos minutos tengo de descanso entre cada clase?,schedule
¿A qué hora comienza la jornada escolar?,schedule
¿Qué días de la semana tengo la clase de arte?,schedule
¿Cuánto tiempo tengo para completar la tarea de ciencias?,schedule
¿A qué hora debo estar en la escuela los sábados para clases extra?,schedule
¿Cuál es el horario de mi primera clase del día?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora es el receso durante el día escolar?,schedule
¿A qué hora empieza la última clase del día?,schedule
¿Cuántos minutos dura cada clase en mi horario?,schedule
¿A qué hora tengo educación física los martes?,schedule
¿A qué hora debo llegar a la escuela cada mañana?,schedule
¿A qué hora termina la jornada escolar los viernes?,schedule
¿Cuál es el horario de mi clase de historia el miércoles?,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina la clase de historia?,schedule
¿Qué días de la semana tengo clase de educación física?,schedule
¿Cuántas horas dura mi jornada escolar?,schedule
¿A qué hora es el descanso entre clases?,schedule
¿Cuántos minutos tengo de receso entre clases?,schedule
¿A qué hora empieza la clase de inglés?,schedule
¿A qué hora se realiza el cambio de clase?,schedule
¿Cuántas clases tengo por la mañana/tarde?,schedule
¿A qué hora es la salida de la escuela?,schedule
¿Cuándo es el primer descanso durante el día escolar?,schedule
¿A qué hora termina la clase de matemáticas?,schedule
¿Cuántas clases tengo el lunes?,schedule
¿Cuál es el horario de la clase de historia?,schedule
¿A qué hora tengo educación física?,schedule
¿Cuánto tiempo dura el recreo?,schedule
¿A qué hora empieza la clase de inglés?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿Cuándo es el almuerzo en la escuela?,schedule
¿A qué hora termina la jornada escolar?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuánto tiempo dura mi clase de biología?,schedule
¿A qué hora empieza la última clase del día?,schedule
¿Cuántas horas de descanso tengo entre clases?,schedule
¿Cuál es el horario de salida de la escuela?,schedule
¿A qué hora empieza la clase de educación física?,schedule
¿Cuántas materias tengo los lunes?,schedule
¿Cuántos minutos tengo de descanso entre cada clase?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuánto tiempo dura la clase de educación física?,schedule
¿A qué hora empieza la clase de inglés?,schedule
¿Cuántas horas de estudio debo dedicar diariamente para mis clases?,schedule
¿Cuál es el horario de la clase de biología?,schedule
¿Cuánto tiempo tengo entre la última clase y la salida de la escuela?,schedule
¿A qué hora comienza el período de exámenes finales?,schedule
¿Cuántos minutos tengo para cada descanso durante el día de clases?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Dónde se publica el horario de clases?,schedule
¿A qué hora tengo el recreo?,schedule
¿Cuántas horas a la semana tengo la clase de historia?,schedule
¿Puedo cambiar mi horario de clases?,schedule
¿A qué hora debo llegar a la escuela?,schedule
¿Qué días tengo clases de educación física?,schedule
¿Cuál es el horario de la clase de biología?,schedule
¿A qué hora es la clase de inglés?,schedule
¿Cómo puedo consultar mi horario de clases en línea?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Dónde se ubica el aula de mi clase de historia?,schedule
¿Cuántos descansos tengo entre mis clases?,schedule
¿Quién es el profesor de mi clase de literatura?,schedule
¿Cuántos días a la semana tengo clases de educación física?,schedule
¿Cuál es el horario de mi clase de química los martes?,schedule
¿Hay algún cambio en el horario de mi clase de inglés esta semana?,schedule
¿Cuál es la duración de mi clase de arte?,schedule
¿Qué materiales debo llevar para mi clase de biología?,schedule
¿A qué hora es la reunión con el tutor para discutir mi horario escolar?,schedule
¿Cuándo es mi próxima clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿En qué días de la semana tengo educación física?,schedule
¿A qué hora empieza mi clase de inglés los martes?,schedule
¿Cuál es el horario de la clase de ciencias naturales?,schedule
¿Dónde puedo encontrar el horario actualizado de mis clases?,schedule
¿Hay cambios en el horario de mis clases esta semana?,schedule
¿Cuánto tiempo dura el recreo entre clases?,schedule
¿A qué hora es el examen de química?,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina mi clase de historia?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora empieza la clase de inglés?,schedule
¿Cuánto tiempo dura la clase de educación física?,schedule
¿Qué días de la semana tengo clase de biología?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuál es el horario de la clase de química?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿A qué hora es la última clase del día?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora comienza la primera clase del día?,schedule
¿Cuánto dura la clase de matemáticas?,schedule
¿A qué hora termina la última clase de la tarde?,schedule
¿Cuántas horas de descanso hay entre cada clase?,schedule
¿En qué días de la semana tengo clase de historia?,schedule
¿Cuántas clases tengo programadas para mañana?,schedule
¿A qué hora empieza la clase de educación física?,schedule
¿A qué hora es el receso?,schedule
¿Cuál es el horario de la clase de biología?,schedule
¿Cuántas asignaturas tengo hoy en mi horario?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿En qué días de la semana tengo clases de inglés?,schedule
¿Cuántos descansos tengo entre clases?,schedule
¿A qué hora es el almuerzo durante el horario de clases?,schedule
¿Dónde puedo encontrar el horario completo de mis clases?,schedule
¿Cuántas horas de estudio se recomiendan para cada materia?,schedule
¿Cuándo son las tutorías disponibles para repasar las clases?,schedule
¿Cuál es el horario de la biblioteca para estudiar después de clases?,schedule
¿Cada cuánto tiempo hay exámenes en cada materia?,schedule
¿A qué hora debo entregar los trabajos prácticos?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora comienza mi clase de matemáticas?,schedule
¿Cuántas clases tengo los lunes?,schedule
¿Dónde se imparte la clase de historia?,schedule
¿Cuánto tiempo dura la clase de educación física?,schedule
¿A qué hora termina la jornada escolar?,schedule
¿Cuántas horas de clases tengo en total esta semana?,schedule
¿Cuándo es el receso entre clases?,schedule
¿Hay alguna asignatura que se imparte los sábados?,schedule
¿Cuál es la duración de la clase de química?,schedule
¿Cuál es el horario de la clase de inglés los viernes?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clases de inglés?,schedule
¿A qué hora es el receso entre mis clases de historia y biología?,schedule
¿Cuánto tiempo dura la clase de educación física?,schedule
¿A qué hora comienza la última clase del día?,schedule
¿Cuántas horas de descanso tengo entre mis clases de la mañana y las de la tarde?,schedule
¿En qué aula se imparte la clase de química?,schedule
¿A qué hora es el examen de historia?,schedule
¿Qué días tengo clases de música?,schedule
¿Cuál es el horario de la clase de arte los viernes?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿Cuál es el horario de mi clase de educación física?,schedule
¿A qué hora tengo el recreo?,schedule
¿Cuánto tiempo dura mi clase de inglés?,schedule
¿A qué hora comienza mi clase de ciencias naturales?,schedule
¿Qué días tengo clase de música?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora es mi clase de tecnología?,schedule
¿A qué hora empieza mi clase de geografía?,schedule
"Claro, aquí tienes algunas preguntas relacionadas con horarios de clases:",schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿A qué hora comienza el receso?,schedule
¿Dónde se encuentra el aula de mi clase de inglés?,schedule
¿En qué horario tengo clase de educación física?,schedule
¿Cuántas horas seguidas tengo de clases los lunes?,schedule
¿A qué hora debo entregar mi tarea de ciencias?,schedule
¿Cuándo es el examen de química?,schedule
¿A qué hora es la reunión de padres y maestros?,schedule
¿Cuál es el horario de la clase de música?,schedule
¡Claro! Aquí tienes algunas preguntas relacionadas con horarios de clases:,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clases de historia?,schedule
¿A qué hora empieza la clase de inglés?,schedule
¿Cuánto tiempo dura el recreo entre clases?,schedule
¿En qué aula tengo la clase de biología?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿A qué hora es la clase de educación física?,schedule
¿Qué días tengo clases de química?,schedule
¿A qué hora tengo la clase de arte?,schedule
¿Cuál es el horario de mi clase de música los martes?,schedule
¿Cuál es el horario de la clase de matemáticas?,schedule
¿A qué hora termina la clase de historia?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora empieza la clase de química?,schedule
¿Cuál es el horario de la clase de educación física?,schedule
¿Cuántos días a la semana tengo clases de inglés?,schedule
¿A qué hora es el receso entre clases?,schedule
¿Cuánto tiempo dura la clase de biología?,schedule
¿En qué aula se llevará a cabo la clase de arte?,schedule
¿Cuál es el horario de la clase de música?,schedule
¿Cuál es el horario de mi clase de matemáticas?,schedule
¿A qué hora termina la clase de historia?,schedule
¿Cuántas horas de clase tengo los lunes?,schedule
¿A qué hora tengo educación física los viernes?,schedule
¿Cuándo es el receso entre clases?,schedule
¿A qué hora es la clase de inglés?,schedule
¿Cuántos días a la semana tengo clase de química?,schedule
¿A qué hora comienza mi clase de biología?,schedule
¿Cuál es el horario de la clase de arte?,schedule
¿Cuántas horas dura la jornada escolar?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Qué días de la semana tengo clases de historia?,schedule
¿Cuántos descansos tengo entre clases?,schedule
¿A qué hora es el almuerzo durante el horario de clases?,schedule
¿A qué hora empieza mi clase de educación física?,schedule
¿Cuántos minutos dura cada clase en mi horario?,schedule
¿Cuál es el horario de la clase de química?,schedule
¿A qué hora debo estar en el salón de clases para la primera clase?,schedule
¿Hay alguna clase que se haya cambiado de horario esta semana?,schedule
¿Cuántas horas tengo de clases en total en la semana?,schedule
¿A qué hora termina mi clase de matemáticas?,schedule
¿Cuántos días a la semana tengo clase de historia?,schedule
¿A qué hora empieza la clase de educación física?,schedule
¿Cuánto tiempo dura el recreo entre clases?,schedule
¿A qué hora tengo mi clase de inglés los martes?,schedule
¿Cuántas horas de clase tengo los viernes?,schedule
¿Cuál es el horario de la clase de biología?,schedule
¿A qué hora termina la jornada escolar los lunes?,schedule
¿A qué hora comienza la clase de química los miércoles?,schedule
¿Cuántas horas de clase tengo en total esta semana?,schedule
¿A qué hora comienza mi clase de matemáticas?,schedule
